name,description,imgUrl,price,category
Strong & Extra Thick Shampoo,175 ml,https://www.bigbasket.com/media/uploads/p/l/40068861_8-clinic-plus-strong-extra-thick-shampoo.jpg,1.15,Beauty & Hygiene
Prestige CC Cream,60 ml,https://www.bigbasket.com/media/uploads/p/l/40204752_2-miss-claire-prestige-cc-cream.jpg,7.46,Beauty & Hygiene
Lit Liquid Matte Lipstick - Curve,3 g,https://www.bigbasket.com/media/uploads/p/l/40192325_2-myglal-lit-liquid-matte-lipstick-curve.jpg,2.56,Beauty & Hygiene
"Black Gold Perfume Spray Eau De Parfum - Long Lasting Fragrance, For Men",100 ml,https://www.bigbasket.com/media/uploads/p/l/40232387_1-la-french-black-gold-perfume-spray-eau-de-parfum-long-lasting-fragrance-for-men.jpg,4.0,Beauty & Hygiene
Advansed Aloe Vera Enriched Coconut Hair Oil Gold With 5X Aloe Vera For Soft Hair,150 ml,https://www.bigbasket.com/media/uploads/p/l/40255042_2-parachute-advansed-aloe-vera-enriched-coconut-hair-oil-gold-with-5x-aloe-vera-for-soft-hair.jpg,0.76,Beauty & Hygiene
Whey Protein Peanut Butter Dark Chocolaty Extra Crunchy 200g,200 g,https://www.bigbasket.com/media/uploads/p/l/40258224_1-saffola-fittify-whey-protein-peanut-butter-dark-chocolaty-extra-crunchy-protein-rich-high-in-fibre.jpg,1.49,Beauty & Hygiene
"Face Mask For Men & Women - Washable, Black",14 x 11 cm,https://www.bigbasket.com/media/uploads/p/l/40195371_1-109f-face-mask-for-men-women-washable-black.jpg,0.99,Beauty & Hygiene
"Active Clean Body Wash With Active Charcoal - Shower Gel For Body, Face & Hair",250 ml,https://www.bigbasket.com/media/uploads/p/l/40029013_5-nivea-men-active-clean-body-wash-with-active-charcoal-shower-gel-for-body-face-hair.jpg,1.29,Beauty & Hygiene
Pro Super Soft Reusable FDA Approved Menstrual Cup With Medical Grade Silicon - Medium,1 pc,https://www.bigbasket.com/media/uploads/p/l/40202389_2-sirona-pro-super-soft-reusable-fda-approved-menstrual-cup-with-medical-grade-silicon-medium.jpg,4.24,Beauty & Hygiene
Lavender Essential Oil 15 ml + Peppermint Essential Oil 15 ml,Combo,https://www.bigbasket.com/media/uploads/p/l/1220797_1-soulflower-lavender-essential-oil-15-ml-peppermint-essential-oil-15-ml.jpg,6.33,Beauty & Hygiene
"Advanced Activs  Face Wash - Youth Preserve Vitamin C, Hyaluronic Acid & Exfoliating Beads, Brightens Skin",100 ml,https://www.bigbasket.com/media/uploads/p/l/40248798_1-iba-advanced-activs-face-wash-youth-preserve-vitamin-c-hyaluronic-acid-exfoliating-beads-brightens-skin.jpg,1.87,Beauty & Hygiene
Gold Radiance & Rejuvenation Facial Kit,110 g,https://www.bigbasket.com/media/uploads/p/l/40151335_1-glamveda-gold-radiance-rejuvenation-facial-kit.jpg,2.39,Beauty & Hygiene
"Hair Detangling Brush - High Gloss Finish, Durable, Medium, Silver, DP100169",1 pc,https://www.bigbasket.com/media/uploads/p/l/40247389_1-titania-detangling-brush-with-handle-185-cm-silver-high-gloss-finishblack-set-of-1-pc.jpg,7.49,Beauty & Hygiene
"Hair Pins/Clips - Lightweight, Durable, Golden, For Women, DP100213",30 pcs,https://www.bigbasket.com/media/uploads/p/l/40247420_1-titania-hair-clips-waveless-length-5-cm-golden-set-of-30-pcs.jpg,1.29,Beauty & Hygiene
Mega Glo Blushlighter,10 g,https://www.bigbasket.com/media/uploads/p/l/40222361_1-wet-n-wild-mega-glo-blushlighter.jpg,4.19,Beauty & Hygiene
Rouge Plump ++ Lipstick SPF 10 - #732,2.5 g,https://www.bigbasket.com/media/uploads/p/l/40187557_1-chambor-rouge-plump-lipstick-spf-10-732.jpg,5.67,Beauty & Hygiene
"Soap Bar - Wipeout , Germ Protect - Refreshing & Deep Cleansing",125 g,https://www.bigbasket.com/media/uploads/p/l/40225177_1-beardo-soap-bar-wipeout-germ-protect-refreshing-deep-cleansing.jpg,1.19,Beauty & Hygiene
"Rice Water Foaming Face Wash - Built In Brush,Reduces Redness, Controls Excess Oil, For Clear Skin",100 ml,https://www.bigbasket.com/media/uploads/p/l/40250450_1-spantra-rice-water-foaming-face-wash-built-in-brushreduces-redness-controls-excess-oil-for-clear-skin.jpg,2.0,Beauty & Hygiene
By Salman Khan Perfumed Deodorant Body Spray - Tiger 200 ml + Hero 200 ml,Combo,https://www.bigbasket.com/media/uploads/p/l/1214992_1-frsh-by-salman-khan-perfumed-deodorant-body-spray-tiger-200-ml-hero-200-ml.jpg,2.24,Beauty & Hygiene
"Fit Me Liquid Foundation + Concealer Camouflant, For Normal To Oily Skin",2 pcs,https://www.bigbasket.com/media/uploads/p/l/40262278_1-maybelline-new-york-fit-me-liquid-foundation-concealer-camouflant-for-normal-to-oily-skin.jpg,7.86,Beauty & Hygiene
"Rhymes - Eau De Parfume & Perfume Body Spray, Long Lasting Fragrance",2 pcs,https://www.bigbasket.com/media/uploads/p/l/40247457_1-ramsons-rhymes-eau-de-parfume-perfume-body-spray-long-lasting-fragrance.jpg,3.64,Beauty & Hygiene
"Double Strength Hyaluronic Acid 100 mg Capsules - Joint Support, Relieves Joint Pain",60 pcs,https://www.bigbasket.com/media/uploads/p/l/40218886_1-healthvit-double-strength-hyaluronic-acid-100-mg-capsules-joint-support-relieves-joint-pain.jpg,5.25,Beauty & Hygiene
"Mama Cica Oil Fix Exfoliating Gel Mask - Korean Ginseng, Helps Detoxify Skin & Clear Pores",50 ml,https://www.bigbasket.com/media/uploads/p/l/40241057_1-quench-botanics-mama-cica-oil-fix-exfoliating-gel-mask-korean-ginseng-helps-detoxify-skin-clear-pores.jpg,3.24,Beauty & Hygiene
Naturally Nourishing Double Action Microdermabrasion Scrub pH: 4.6 - Boost Radiance & Exfoliates,100 ml,https://www.bigbasket.com/media/uploads/p/l/40256084_1-koric-naturally-nourishing-double-action-microdermabrasion-scrub-ph-46-boost-radiance-exfoliates.jpg,4.51,Beauty & Hygiene
"Hair Comb - Durable, Smooth, For Men, Black & White, DP100152",1 pc,https://www.bigbasket.com/media/uploads/p/l/40247321_1-titania-gentlemens-comb-172-cm-black-white-set-of-1-pc.jpg,0.99,Beauty & Hygiene
"Hyaluronic Acid Face Serum - With Vitamin C & E, Anti-Wrinkle, Brightens Skin",30 ml,https://www.bigbasket.com/media/uploads/p/l/40227346_2-himalayan-organics-hyaluronic-acid-face-serum-with-vitamin-c-e-anti-wrinkle-brightens-skin.jpg,9.66,Beauty & Hygiene
Milk Delights Moisturizing Honey Face Wash - For Dry Skin,2x100 ml,https://www.bigbasket.com/media/uploads/p/l/1207389_4-nivea-milk-delights-moisturizing-honey-face-wash-for-dry-skin.jpg,1.76,Beauty & Hygiene
Ayurvedic Vitamin C Skin Care Serum,30 ml,https://www.bigbasket.com/media/uploads/p/l/40157857_5-natural-vibes-ayurvedic-vitamin-c-skin-care-serum.jpg,6.49,Beauty & Hygiene
Himalayan Rose Lip Balm,5 g,https://www.bigbasket.com/media/uploads/p/l/40165577_4-fizzy-fern-himalayan-rose-lip-balm.jpg,1.88,Beauty & Hygiene
"Verve Face Mask - Kiwi & Asparagus, Paraben Free, Sulfate Free",100 g,https://www.bigbasket.com/media/uploads/p/l/40140029_1-fuschia-verve-face-mask-kiwi-asparagus.jpg,3.94,Beauty & Hygiene
"Castor Oil - Cold Pressed, Supports Healthy Hair, Skin, Eye Lashes, Eye Brows",200 ml,https://www.bigbasket.com/media/uploads/p/l/40171650_7-wow-skin-science-castor-oil.jpg,2.95,Beauty & Hygiene
K Play Lychee Hydrating Sheet Mask,20 g,https://www.bigbasket.com/media/uploads/p/l/40192388_2-myglal-k-play-lychee-hydrating-sheet-mask.jpg,0.94,Beauty & Hygiene
"Dandruff Control Conditioner - Repairs Damaged Hair, Locks In Moisture, Paraben-Free",200 ml,https://www.bigbasket.com/media/uploads/p/l/40236221_1-sirona-dandruff-control-conditioner-repairs-damaged-hair-locks-in-moisture-paraben-free.jpg,2.71,Beauty & Hygiene
"Pure Heart - Blue, Perfume Spray, Long Lasting Fragrance",100 ml,https://www.bigbasket.com/media/uploads/p/l/40258538_1-cfs-cfs_perfume_pure-heart-blue_100ml.jpg,2.99,Beauty & Hygiene
"Face Gloss Illuminating Face Serum - High Gloss, Low Tack, & Smudge Resistant",10 ml,https://www.bigbasket.com/media/uploads/p/l/40256032_1-renee-face-gloss-illuminating-face-serum-high-gloss-low-tack-smudge-resistant.jpg,5.27,Beauty & Hygiene
Vitamin B12+D3 Supplement Tablets With Folic Acid,60 pcs,https://www.bigbasket.com/media/uploads/p/l/40216280_2-healthvit-vitamin-b12d3-supplement-tablets-with-folic-acid.jpg,5.6,Beauty & Hygiene
"Radical - Eau De Parfum, Long-lasting Fragrance, For Men",100 ml,https://www.bigbasket.com/media/uploads/p/l/40254682_2-armaf-radical-eau-de-parfum-long-lasting-fragrance-for-men.jpg,10.19,Beauty & Hygiene
"Makeup Brush Set - Oval Shape, Colour May Vary",10 pcs,https://www.bigbasket.com/media/uploads/p/l/40172329_5-bronson-professional-makeup-brush-set-oval-shape-colour-may-vary.jpg,4.97,Beauty & Hygiene
"Creme - Non Greasy Moisturizer Cream for Face, Body & Hands",75 ml,https://www.bigbasket.com/media/uploads/p/l/40078018_4-nivea-men-creme-non-greasy-moisturizer-cream-for-face-body-hands.jpg,1.33,Beauty & Hygiene
Shimmer Highlighter - Golden,3 g,https://www.bigbasket.com/media/uploads/p/l/40066969_1-coloressence-shiler-highlighter-golden.jpg,3.83,Beauty & Hygiene
"Blends Eau De Toilette - Rouge, Long Lasting Fragrance, For Men",110 ml,https://www.bigbasket.com/media/uploads/p/l/40235439_2-one8-by-virat-kohli-blends-eau-de-toilette-rouge-long-lasting-fragrance-for-men.jpg,2.98,Beauty & Hygiene
"Gentle Exfoliating Gel - Dead Cell Remover, Paraben Free",150 g,https://www.bigbasket.com/media/uploads/p/l/40223773_1-swiss-beauty-gentle-exfoliating-gel-dead-cell-remover-paraben-free.jpg,1.39,Beauty & Hygiene
"Washable Face Mask - 3 Layer Protection, Reversible",24cm x 12 cm,https://www.bigbasket.com/media/uploads/p/l/40197846_2-fairkraft-creations-washable-face-mask-3-layer-protection-reversible.jpg,1.79,Beauty & Hygiene
"Visibly Flawless Skin Moisturizer - For All Skin Types, Morning Nectar, 100% Botanical Extracts",190 ml,https://www.bigbasket.com/media/uploads/p/l/40076222_12-biotique-body-lotion-bio-morning-nectar-flawless-for-skin.jpg,2.04,Beauty & Hygiene
Cold Processed Anti Tan Tomato Handmade Soap - For Skin Brightening,2x150g,https://www.bigbasket.com/media/uploads/p/l/1208801_1-soulflower-cold-processed-anti-tan-tomato-handmade-soap-for-skin-brightening.jpg,4.5,Beauty & Hygiene
Rouge Plump ++ Lipstick SPF 10,2.5 g,https://www.bigbasket.com/media/uploads/p/l/40167555_1-chambor-rouge-plump-lipstick-spf-10.jpg,5.67,Beauty & Hygiene
Green Tea Mattifying Moisturizer,50 ml,https://www.bigbasket.com/media/uploads/p/l/40140075_1-plum-green-tea-mattifying-moisturizer.jpg,3.99,Beauty & Hygiene
Megaclear Mascara - Clear,8.5 ml,https://www.bigbasket.com/media/uploads/p/l/40142049_2-wet-n-wild-megaclear-mascara-clear.jpg,2.45,Beauty & Hygiene
Sensitive - With Anti-Sensitivity & Fluoride Toothpaste,80 g,https://www.bigbasket.com/media/uploads/p/l/40213600_2-clove-sensitive-with-anti-sensitivity-fluoride-toothpaste.jpg,1.2,Beauty & Hygiene
Matte Finish Bullet Lipstick 7301-026B 31,30 g,https://www.bigbasket.com/media/uploads/p/l/40213914_1-miss-rose-matte-finish-bullet-lipstick-7301-026b-31.jpg,1.05,Beauty & Hygiene
L Arginine HCL 1000mg Supplement Tablet - Supports Immunity & Muscle Growth,60 pcs,https://www.bigbasket.com/media/uploads/p/l/40232871_1-boldfit-l-arginine-hcl-1000mg-supplement-tablet-supports-ilunity-muscle-growth.jpg,3.77,Beauty & Hygiene
"Sunscreen Gel - Ultra Light & Balancing , UVA/UVB Protection, SPF 50+ & PA+++",50 ml,https://www.bigbasket.com/media/uploads/p/l/40227863_1-arata-sunscreen-gel-ultra-light-balancing-uvauvb-protection-spf-50-pa.jpg,3.49,Beauty & Hygiene
False Eyelash - 58,1 pc,https://www.bigbasket.com/media/uploads/p/l/40223625_1-beautiliss-professional-false-eyelash-58.jpg,1.4,Beauty & Hygiene
Jasmine Night Soap,150 g,https://www.bigbasket.com/media/uploads/p/l/40147506_3-soulflower-cold-processed-jasmine-night-handmade-soap-rejuvenates-skin.jpg,2.25,Beauty & Hygiene
Revivify Vitamin C & Brightening Skin Toner,150 ml,https://www.bigbasket.com/media/uploads/p/l/40214996_2-joy-vitamin-c-natural-aha-brightening-refining-toner-with-grapeseed-tomato.jpg,1.44,Beauty & Hygiene
"Oil in Lotion - Dry Skin, Rose & Argan Oil, 24hrs Long Lasting Moisturization",400 ml,https://www.bigbasket.com/media/uploads/p/l/40148109_6-nivea-body-lotion-for-dry-skin-with-rose-argan-oil.jpg,2.85,Beauty & Hygiene
"Nail Paint - Base Coat, For Long Lasting Wear",11 ml,https://www.bigbasket.com/media/uploads/p/l/40258858_2-juice-nail-paint-base-coat-for-long-lasting-wear.jpg,0.68,Beauty & Hygiene
"Aloe Vera Juice, 500 ml + Karela Jamun Juice, 500 ml",Combo,https://www.bigbasket.com/media/uploads/p/l/1216065_2-indisecrets-aloe-vera-juice-500-ml-karela-jamun-juice-500-ml.jpg,2.4,Beauty & Hygiene
"Coconut Milk & Argan Oil Body Lotion- Medium Hydration No Mineral Oil, Silicones",2x400 ml,https://www.bigbasket.com/media/uploads/p/l/1216907_1-wow-skin-science-coconut-milk-argan-oil-body-lotion-medium-hydration-no-mineral-oil-silicones.jpg,4.65,Beauty & Hygiene
"Salon Range 5 in 1 Facial Kit - Enhances the Skin Glow, 100% Natural Ingredients",220 g,https://www.bigbasket.com/media/uploads/p/l/40136772_2-aroma-magic-facial-kit-five-in-one.jpg,9.38,Beauty & Hygiene
"Anti-frizz Serum - For All Hair Types, Damage Protection, With Vitamin E & Argan Oil",20 ml,https://www.bigbasket.com/media/uploads/p/l/265523_9-livon-serum-hair-serum.jpg,0.7,Beauty & Hygiene
Megalast Liquid Catsuit Metallic Lipstick,5.7 g,https://www.bigbasket.com/media/uploads/p/l/40142207_2-wet-n-wild-megalast-liquid-catsuit-metallic-lipstick.jpg,3.49,Beauty & Hygiene
Absolute Perfect Radiance - Skin Brightening Day Creme With Sunscreens,50 g,https://www.bigbasket.com/media/uploads/p/l/30007156_6-lakme-absolute-perfect-radiance-skin-brightening-day-creme-with-sunscreens.jpg,3.14,Beauty & Hygiene
English Lavender Deodorant - For Women,3x150 ml,https://www.bigbasket.com/media/uploads/p/l/1213514_3-yardley-london-english-lavender-deodorant-for-women.jpg,4.0,Beauty & Hygiene
"Hair Loss Control Therapy Shampoo - Repairing & Reviving Care, pH Balanced",300 ml,https://www.bigbasket.com/media/uploads/p/l/40163697_2-wow-skin-science-hair-loss-control-therapy-shampoo.jpg,3.44,Beauty & Hygiene
Lemongrass Try Me Personal Care Gift Set,5 pcs,https://www.bigbasket.com/media/uploads/p/l/40147533_1-soulflower-lemongrass-try-me-personal-care-gift-set.jpg,6.5,Beauty & Hygiene
"Pomegranate Shine Lip Balm - 24h Moisture With Natural Oils, Dark Red Shine & Pomegrenate Aroma",4.8 g,https://www.bigbasket.com/media/uploads/p/l/295623_5-nivea-pomegranate-shine-lip-balm-24h-moisture-with-natural-oils-dark-red-shine-pomegrenate-aroma.jpg,1.46,Beauty & Hygiene
"Mouthwash - Plax, Peppermint Fresh",500 ml,https://www.bigbasket.com/media/uploads/p/l/278990_15-colgate-mouthwash-plax-peppermint-fresh.jpg,2.0,Beauty & Hygiene
"Signature Body Deodorant Spray - Mysterious, Long Lasting, No Gas, For Men",200 ml,https://www.bigbasket.com/media/uploads/p/l/40249008_1-axe-signature-body-deodorant-spray-mysterious-long-lasting-no-gas-for-men.jpg,3.55,Beauty & Hygiene
Anti-Stress & Hydrating Youth Preserve Face Moisturizer,50 g,https://www.bigbasket.com/media/uploads/p/l/40220072_1-detoxie-anti-stress-hydrating-youth-preserve-face-moisturizer.jpg,9.36,Beauty & Hygiene
"Relove Power Fix Primer Base - Long Lasting, Lightweight, Minimises Pores",12 ml,https://www.bigbasket.com/media/uploads/p/l/40246932_1-makeup-revolution-relove-power-fix-primer-base-long-lasting-lightweight-minimises-pores.jpg,4.19,Beauty & Hygiene
Bone Health Supplement - Vitamin D + K2,60 pcs,https://www.bigbasket.com/media/uploads/p/l/40216285_2-healthvit-bone-health-supplement-vitamin-d-k2.jpg,5.6,Beauty & Hygiene
"Extreme Hold Styling Hair Spray For Men - Style, Spray, Freeze Your Hair",200 ml,https://www.bigbasket.com/media/uploads/p/l/40191535_2-set-wet-extreme-hold-styling-hair-spray-for-men-style-spray-freeze-your-hair.jpg,1.93,Beauty & Hygiene
Ultime Pro Blend Finity Stick Foundation,10 g,https://www.bigbasket.com/media/uploads/p/l/40146665_1-faces-ultime-pro-blend-finity-stick-foundation.jpg,4.79,Beauty & Hygiene
"Jojoba & Almond Oil - Improves Texture of Hair, Cold Pressed, No Paraben, Mineral Oil",200 ml,https://www.bigbasket.com/media/uploads/p/l/40140531_4-oriental-botanics-jojoba-sweet-almond-oil-for-hair-skin.jpg,6.99,Beauty & Hygiene
"Compact Powder - Mattifies Skin, Shine Control & Oil Absorbing Formula, UV Filters",9 g,https://www.bigbasket.com/media/uploads/p/l/40264185_1-bella-voste-compact-powder-mattifies-skin-shine-control-oil-absorbing-formula-uv-filters.jpg,2.79,Beauty & Hygiene
Lactation Support Vegetarian Capsules - Herbal Formulation For Nursing Mothers,60 pcs,https://www.bigbasket.com/media/uploads/p/l/40115047_3-natures-velvet-lactation-support-vegetarian-capsules-herbal-formulation-for-nursing-mothers.jpg,4.24,Beauty & Hygiene
Absolute Illuminating Blush - Shimmer Brick In Pink,10 g,https://www.bigbasket.com/media/uploads/p/l/40143133_2-lakme-absolute-illuminating-blush-shiler-brick-in-pink.jpg,5.44,Beauty & Hygiene
"Pure & Gentle Daily Cleansing Facewash - Ultra Mild, 98% Pure Glycerine",150 g,https://www.bigbasket.com/media/uploads/p/l/40224778_1-pears-pure-gentle-daily-cleansing-facewash-ultra-mild-98-pure-glycerine.jpg,2.62,Beauty & Hygiene
Strong & Thick Health Shampoo - Milk Protein & Almond Oil,340 ml,https://www.bigbasket.com/media/uploads/p/l/40068862_8-clinic-plus-strong-extra-thick-shampoo.jpg,2.19,Beauty & Hygiene
Wottagirl Fragrant Body Splash - Mystic Island,135 ml,https://www.bigbasket.com/media/uploads/p/l/30006264_4-layerr-wottagirl-fragrant-body-splash-mystic-island.jpg,1.83,Beauty & Hygiene
"Bio Coconut Whitening & Brightening Cream - For All Skin Types, 100% Botanical Extracts",50 g,https://www.bigbasket.com/media/uploads/p/l/100013058_14-biotique-bio-coconut-whitening-brightening-cream-for-all-skin-types.jpg,1.19,Beauty & Hygiene
"Original Neem Soap - Loaded With Vitamin C, Moisturise Skin Deeply",125 g,https://www.bigbasket.com/media/uploads/p/l/40255714_1-margo-original-neem-soap-loaded-with-vitamin-c-moisturise-skin-deeply.jpg,2.7,Beauty & Hygiene
"Cool Kick With Refreshing Icy Menthol Body Wash - Shower Gel For Body, Face & Hair",250 ml,https://www.bigbasket.com/media/uploads/p/l/280847_5-nivea-men-cool-kick-with-refreshing-icy-menthol-body-wash-shower-gel-for-body-face-hair.jpg,1.25,Beauty & Hygiene
"Body Milk Nourishing Lotion - Very Dry Skin, With Deep Moisture Serum & 2X Almond Oil",120 ml,https://www.bigbasket.com/media/uploads/p/l/40102048_4-nivea-body-lotion-for-very-dry-skin-nourishing-body-milk-with-2x-almond-oil-for-men-women.jpg,0.84,Beauty & Hygiene
Bio Almond Oil - Soothing Face & Eye Make Up Cleanser For Normal To Dry Skin,120 ml,https://www.bigbasket.com/media/uploads/p/l/100327357_12-biotique-bio-almond-oil-soothing-face-eye-make-up-cleanser-for-normal-to-dry-skin.jpg,1.27,Beauty & Hygiene
"Premium Nail Enamel - Nude Matte Paint, Non-Toxic",9 ml,https://www.bigbasket.com/media/uploads/p/l/40219646_1-bella-voste-premium-nail-enamel-nude-matte-paint-non-toxic.jpg,0.59,Beauty & Hygiene
"Shea Butter Body Yogurt - Hydrates Rough & Dry Skin, For A Healthy Glow",250 g,https://www.bigbasket.com/media/uploads/p/l/40250439_1-spantra-shea-butter-body-yogurt-hydrates-rough-dry-skin-for-a-healthy-glow.jpg,2.5,Beauty & Hygiene
Hair Removing Cream For Intimate Skin,60G,https://www.bigbasket.com/media/uploads/p/l/40224629_1-namyaa-hair-removing-cream-for-intimate-skin.jpg,1.2,Beauty & Hygiene
"Pro Protect Pro Collection Shampoo - Moroccan & Argan Oil, Sulphate Free",340 ml,https://www.bigbasket.com/media/uploads/p/l/40195269_4-tresele-pro-protect-sulphate-free-shampoo.jpg,3.42,Beauty & Hygiene
Signature Corporate No Gas Body Deodorant - For Men,2x154 ml,https://www.bigbasket.com/media/uploads/p/l/1213541_3-axe-signature-corporate-no-gas-body-deodorant-for-men.jpg,2.96,Beauty & Hygiene
"Acidity-X Fizz, Indigestion/Acidity Medicine & Gas Relief",50 Sachet,https://www.bigbasket.com/media/uploads/p/l/40207664_1-dr-morepen-acidity-x-fizz-indigestionacidity-medicine-gas-relief.jpg,3.0,Beauty & Hygiene
By Salman Khan Perfumed Deodorant Body Spray - Macho 200 ml + Hero 200 ml,Combo,https://www.bigbasket.com/media/uploads/p/l/1214990_1-frsh-by-salman-khan-perfumed-deodorant-body-spray-macho-200-ml-hero-200-ml.jpg,2.25,Beauty & Hygiene
9 To 5 Naturale Aloe Aqua Gel,100 g,https://www.bigbasket.com/media/uploads/p/l/40181359_4-lakme-9-to-5-naturale-aloe-aqua-gel.jpg,2.76,Beauty & Hygiene
